year,state,state_po,office,district,candidate,party,writein,candidatevotes,totalvotes,percentvotes
1976,CALIFORNIA,CA,US HOUSE,25,EDWARD R ROYBAL,DEMOCRAT,FALSE,57966,80625,0.71895814
1976,CALIFORNIA,CA,US HOUSE,25,JIM MADRID,REPUBLICAN,FALSE,17737,80625,0.219993798
1976,CALIFORNIA,CA,US HOUSE,25,MARILYN SEALS,PEACE AND FREEDOM,FALSE,4922,80625,0.061048062
1976,CALIFORNIA,CA,US HOUSE,26,BRUCE LATTA,DEMOCRAT,FALSE,59093,171712,0.344140188
1976,CALIFORNIA,CA,US HOUSE,26,JOHN H ROUSSELOT,REPUBLICAN,FALSE,112619,171712,0.655859812
1976,CALIFORNIA,CA,US HOUSE,27,GARY FAMILIAN,DEMOCRAT,FALSE,94988,209611,0.45316324
1976,CALIFORNIA,CA,US HOUSE,27,ROBERT K DORNAN,REPUBLICAN,FALSE,114623,209611,0.54683676
1976,CALIFORNIA,CA,US HOUSE,28,EDWARD S SKINNER,REPUBLICAN,FALSE,28303,142915,0.198040793
1976,CALIFORNIA,CA,US HOUSE,28,YVONNE BRATHWAITE BURKE,DEMOCRAT,FALSE,114612,142915,0.801959207
1976,CALIFORNIA,CA,US HOUSE,29,"AUGUSTUS F ""GUS"" HAWKINS",DEMOCRAT,FALSE,82515,96602,0.854174862
1976,CALIFORNIA,CA,US HOUSE,29,MICHAEL D GERMONPREZ,REPUBLICAN,FALSE,10852,96602,0.112337219
1976,CALIFORNIA,CA,US HOUSE,29,SHEILA LEBURG,INDEPENDENT,FALSE,3235,96602,0.03348792
1976,CALIFORNIA,CA,US HOUSE,30,GEORG E DANIELSON,DEMOCRAT,FALSE,82767,111270,0.74383931
1976,CALIFORNIA,CA,US HOUSE,30,HARRY COUCH,REPUBLICAN,FALSE,28503,111270,0.25616069
1976,CALIFORNIA,CA,US HOUSE,31,CHARLES II WILSON,DEMOCRAT,FALSE,83155,83155,1
1976,CALIFORNIA,CA,US HOUSE,32,CLIFFORD O YOUNG,REPUBLICAN,FALSE,35394,127428,0.277756851
1976,CALIFORNIA,CA,US HOUSE,32,GLENN M ANDERSON,DEMOCRAT,FALSE,92034,127428,0.722243149
1976,CALIFORNIA,CA,US HOUSE,33,DEL CLAWSON,REPUBLICAN,FALSE,95398,173205,0.550780867
1976,CALIFORNIA,CA,US HOUSE,33,TED SNYDER,DEMOCRAT,FALSE,77807,173205,0.449219133
1976,CALIFORNIA,CA,US HOUSE,34,DANIEL E LUNGREN,REPUBLICAN,FALSE,98147,199135,0.492866648
1976,CALIFORNIA,CA,US HOUSE,34,MARK W HANNAFORD,DEMOCRAT,FALSE,100988,199135,0.507133352
1976,CALIFORNIA,CA,US HOUSE,35,JIM LLOYD,DEMOCRAT,FALSE,87472,164237,0.532596187
1976,CALIFORNIA,CA,US HOUSE,35,LOUIS BRUTOCAO,REPUBLICAN,FALSE,76765,164237,0.467403813
1976,CALIFORNIA,CA,US HOUSE,36,GEORGE E BROWN JR,DEMOCRAT,FALSE,90830,147556,0.615562905
1976,CALIFORNIA,CA,US HOUSE,36,GRANT CARNER,REPUBLICAN,FALSE,49368,147556,0.334571281
1976,CALIFORNIA,CA,US HOUSE,36,WILLIAM PASLEY,AMERICAN INDEPENDENT,FALSE,7358,147556,0.049865814
1976,CALIFORNIA,CA,US HOUSE,37,BERNARD WAHL,AMERICAN INDEPENDENT,FALSE,5352,188007,0.028467025
1976,CALIFORNIA,CA,US HOUSE,37,DOUGLAS C NILSON JR,DEMOCRAT,FALSE,49021,188007,0.260740292
1976,CALIFORNIA,CA,US HOUSE,37,SHIRLEY N PETTIS,REPUBLICAN,FALSE,133634,188007,0.710792683
1976,CALIFORNIA,CA,US HOUSE,38,"JAMES ""JIM"" COMBS",REPUBLICAN,FALSE,59092,162409,0.363846831
1976,CALIFORNIA,CA,US HOUSE,38,JERRY PATTERSON,DEMOCRAT,FALSE,103317,162409,0.636153169
1976,CALIFORNIA,CA,US HOUSE,39,CHARLES E WIGGINS,REPUBLICAN,FALSE,122657,209402,0.585748942
1976,CALIFORNIA,CA,US HOUSE,39,"WILLIAM E ""BILL"" FARRIS",DEMOCRAT,FALSE,86745,209402,0.414251058
1976,CALIFORNIA,CA,US HOUSE,40,ROBERT E BADHAM,REPUBLICAN,FALSE,148512,250644,0.592521664
1976,CALIFORNIA,CA,US HOUSE,40,VIVIAN HALL,DEMOCRAT,FALSE,102132,250644,0.407478336
1976,CALIFORNIA,CA,US HOUSE,41,BOB C WILSON,REPUBLICAN,FALSE,128784,223374,0.576539794
1976,CALIFORNIA,CA,US HOUSE,41,KING GOLDEN JR,DEMOCRAT,FALSE,94590,223374,0.423460206
1976,CALIFORNIA,CA,US HOUSE,42,LIONEL VAN DEERLIN,DEMOCRAT,FALSE,103062,135627,0.759892942
1976,CALIFORNIA,CA,US HOUSE,42,WES MARDEN,REPUBLICAN,FALSE,32565,135627,0.240107058
1976,CALIFORNIA,CA,US HOUSE,43,CLAIR W BURGENER,REPUBLICAN,FALSE,173576,267051,0.649973226
1976,CALIFORNIA,CA,US HOUSE,43,PAT KELLY,DEMOCRAT,FALSE,93475,267051,0.350026774
1976,COLORADO,CO,US HOUSE,1,DON FRIEDMAN,REPUBLICAN,FALSE,89384,193610,0.461670368
1976,COLORADO,CO,US HOUSE,1,LANN MEYERS,U.S. LABOR,FALSE,508,193610,0.002623831
1976,COLORADO,CO,US HOUSE,1,PATRICIA SCHROEDER,DEMOCRAT,FALSE,103037,193610,0.53218842
1976,COLORADO,CO,US HOUSE,1,PRISCILLA SCHENK,SOCIALIST WORKERS,FALSE,681,193610,0.00351738
1976,COLORADO,CO,US HOUSE,2,ED SCOTT,REPUBLICAN,FALSE,118938,240278,0.495001623
1976,COLORADO,CO,US HOUSE,2,TIMOTHY E WIRTH,DEMOCRAT,FALSE,121340,240278,0.504998377
1976,COLORADO,CO,US HOUSE,3,ALFREDO ARCHER,LA RAZA UNIDA,FALSE,2429,175232,0.013861623
1976,COLORADO,CO,US HOUSE,3,FRANK E EVANS,DEMOCRAT,FALSE,89302,175232,0.50962153
1976,COLORADO,CO,US HOUSE,3,HENRY JOHN OLSHAW,AMERICAN,FALSE,1186,175232,0.00676817
1976,COLORADO,CO,US HOUSE,3,MELVIN H TAKAKI,REPUBLICAN,FALSE,82315,175232,0.469748676
1976,COLORADO,CO,US HOUSE,4,DANIEL M OGDEN JR,DEMOCRAT,FALSE,76995,221018,0.348365292
1976,COLORADO,CO,US HOUSE,4,DICK DAVIS,INDEPENDENT,FALSE,20398,221018,0.092291126
1976,COLORADO,CO,US HOUSE,4,HENRY THIEL JR,INDEPENDENT,FALSE,4167,221018,0.018853668
1976,COLORADO,CO,US HOUSE,4,"JAMES P ""JIM"" JOHNSON",REPUBLICAN,FALSE,119458,221018,0.540489915
1976,COLORADO,CO,US HOUSE,5,DOROTHY HORES,DEMOCRAT,FALSE,64067,190851,0.335691194
1976,COLORADO,CO,US HOUSE,5,WILLIAM L ARMSTRONG,REPUBLICAN,FALSE,126784,190851,0.664308806
1976,CONNECTICUT,CT,US HOUSE,1,CHARLIE A BURKE,AMERICAN INDEPENDENT,FALSE,1326,225076,0.005891343
1976,CONNECTICUT,CT,US HOUSE,1,DONNA C MCDONOUGH,U.S. LABOR,FALSE,1110,225076,0.004931668
1976,CONNECTICUT,CT,US HOUSE,1,LUCIEN P DI FAZIO JR,REPUBLICAN,FALSE,94106,225076,0.418107661
1976,CONNECTICUT,CT,US HOUSE,1,WILLIAM R COTTER,DEMOCRAT,FALSE,128479,225076,0.570824966
1976,CONNECTICUT,CT,US HOUSE,1,WRITEIN,,TRUE,55,225076,0.000244362
1976,CONNECTICUT,CT,US HOUSE,2,ANTHONY DISCEPOLO,INDPENDENT,FALSE,1857,219308,0.008467543
1976,CONNECTICUT,CT,US HOUSE,2,CHRISTOPHER J DODD,DEMOCRAT,FALSE,142684,219308,0.650610101
